gene_feature,p_value
rna_CASP2,0.0016123562356650108
rna_CD2AP,0.0016314935720228966
rna_GATA6,0.0016315334834076075
rna_VPS33B,0.001634683016370972
rna_IKBKB,0.0016417264017167463
rna_TPBG,0.0016612033744465475
rna_TPM2,0.0016672702269883372
rna_FIZ1,0.0016779748230528262
rna_IGF2R,0.0016799625443872895
rna_FFAR2,0.0016803564506836382
rna_FFAR3,0.0016959702719810397
rna_HTRA3,0.0017025720905091298
rna_NUP160,0.0017056571467716217
rna_WDR26,0.00172899721697205
rna_MEP1A,0.0017324990531085859
rna_SLC29A3,0.001736325008878914
rna_PRKAA1,0.0017525446869365695
rna_MARCHF6,0.0017590672688320532
rna_GK,0.0017651630980189974
rna_PARK7,0.0017716137472370901
rna_CUL3,0.0017755722273409442
rna_KLHL25,0.0017787755596830085
rna_FAP,0.001785056636050507
rna_CFH,0.0017874696980288186
rna_IFI6,0.001790747187208625
rna_DNAJC1,0.0017936915681364307
rna_KLK12,0.0017969774108425813
rna_ITGAV,0.0017999097352286808
rna_SPTLC1,0.0018070010181208418
rna_SPSB1,0.0018324180355291104
rna_MMP21,0.001875676800692016
rna_ORM2,0.001880716761665022
rna_IL7R,0.0018830807661386355
rna_NFATC4,0.0018863076000526114
rna_FGF19,0.0018975800756592099
rna_CCR4,0.0019288325108459765
rna_IFI35,0.0019424670231072499
rna_IRAK1,0.0019438860070122006
rna_KLK13,0.0019491416322082661
rna_RMRP,0.0019576531032505094
rna_PLCG2,0.0019595293606462956
rna_RPL23,0.0019638414868770435
rna_UBA1,0.001969409128349366
rna_PDCD6,0.00197102721618618
rna_FGF1,0.0019769425040538796
rna_SULF2,0.0019897330353011323
rna_DDX41,0.001999495949894345
rna_CST3,0.002000897531495845
rna_TIMP4,0.0020010690662762894
rna_CAPN9,0.002007864398224684
rna_COG8,0.002016231346605525
rna_RNF126,0.0020330774664499922
rna_ENG,0.0020373306094937068
rna_IRF4,0.0020490567668391764
rna_DGKE,0.002052195201095721
rna_RNF14,0.002056445580777578
rna_XPO1,0.002059679630680829
rna_FAM76B,0.00206010786505404
rna_DNAJB12,0.002066186773145528
rna_OTUD7B,0.0020808162837091266
rna_ADAMTS6,0.0020945265332673398
rna_CNOT4,0.002107876517606585
rna_MUC17,0.0021202828993635544
rna_PSMA3,0.002130190233356862
rna_GGT1,0.0021349761395409914
rna_PRKACA,0.002168274170898551
rna_LRRC56,0.002176271355668619
rna_MYL2,0.0021857960493806387
rna_RNF125,0.002188473249114218
rna_MMP8,0.0022170470858486565
rna_DLD,0.0022444423497086437
rna_CHMP1A,0.0022450580861352394
rna_PCSK9,0.0022484744540413083
rna_PSMC2,0.0022597931329931377
rna_CELA2B,0.0022741008310058165
rna_CDC34,0.0022828417031739707
rna_BAD,0.0022953537742442954
rna_RNPEPL1,0.002298221771139382
rna_TPSAB1,0.0023320882452412465
rna_C1QL1,0.0023365304693202084
rna_GAS1,0.002346403765211331
rna_GRB2,0.002356863674030714
rna_DSE,0.002374266657977487
rna_B3GALT6,0.002393813031840902
rna_APOC2,0.0024085057239863
rna_IL21,0.0024167357211119073
rna_FBXO32,0.002440351117280946
rna_ZEB1,0.0024511795399178725
rna_MATN3,0.0024606051627208366
rna_RHBDD2,0.0024713943153407726
rna_CD36,0.002474649604284351
rna_IDE,0.002484502890626556
rna_LATS1,0.002511443144373445
rna_ORM1,0.0025146481244943905
rna_WAS,0.0025156519531538838
rna_PSMC1,0.002519034644621455
rna_LAMB1,0.0025348080825862295
rna_BCAP31,0.002538894588072642
rna_EMILIN1,0.002546736545231231
rna_BST2,0.0025697033782403444
rna_ARSB,0.0025916826123100153
rna_NLRP1,0.0026079485798051077
rna_PCNP,0.002638017556922699
rna_GLI2,0.0026399771021093765
rna_EMILIN2,0.0026508181787680755
rna_SIGLEC1,0.0026560017157500762
rna_LAMP2,0.0026639120629260013
rna_CAMK1D,0.002668050518874231
rna_BSCL2,0.002670237799593375
rna_OTUD1,0.0026712226177271537
rna_SOS1,0.0026743934897459102
rna_OTUB1,0.0026915591144236464
rna_ADAT3,0.0026952974614046013
rna_TBX4,0.0027000091920794432
rna_ATP6V0A1,0.0027056600084970676
rna_EIF3F,0.0027438039908585054
rna_KLHL20,0.002766249754527912
rna_USP43,0.002776112469902775
rna_OLFML2A,0.0028160163268592863
rna_TNFAIP8L2,0.002834236135624239
rna_PDCD1,0.0028474487360176555
rna_PPFIA3,0.002872751890135103
rna_PLEKHA2,0.002875652908679196
rna_BCKDHA,0.0029008122088693307
rna_ATP8B1,0.00292208662459573
rna_PCSK6,0.0029334418980306084
rna_MAN1B1,0.0029336231435472143
rna_SFTPA1,0.003020156704834967
rna_TYSND1,0.0030322993238863527
rna_MMP24,0.003046051519476666
rna_PRSS8,0.003053735062582995
rna_PTGER2,0.0030558277253035547
rna_NRG1,0.0030591927549555803
rna_RARRES2,0.003060181759425757
rna_SLC31A1,0.0030978301170316537
rna_SERPINE1,0.003099285734448834
rna_POMP,0.003124512128230904
rna_AGT,0.0031268402408630505
rna_CITED2,0.003129314655169645
rna_CX3CR1,0.0031505724656022477
rna_DSTYK,0.00319588643173099
rna_SPIB,0.0032102846548967825
rna_ETFA,0.003220020166571297
rna_TGFBI,0.0032207718922539954
rna_BBS9,0.003224118750341569
rna_POGZ,0.003228628269267248
rna_MEFV,0.0032501040574083044
rna_RNF170,0.0032556667467657442
rna_MPV17,0.0033020469959557427
rna_CADM4,0.003322550413218998
rna_ADAM15,0.003328835401969526
rna_TLR2,0.0033564099390716653
rna_PSMB5,0.003364056003320222
rna_ATAD1,0.0033817305569117683
rna_MMP23B,0.0034034250247646993
rna_RIOK3,0.0034200815255435173
rna_LCN2,0.0034222798176825457
rna_MYO1H,0.0034258145764401167
rna_LEP,0.0034664500161472093
rna_TLR4,0.0034682531773138217
rna_MCCC2,0.00350815143028511
rna_PSMB7,0.0035133696969038308
rna_MMP10,0.003516106983255641
rna_IRS2,0.0035369782270116517
rna_ELN,0.003609403591731552
rna_SDHB,0.003644642199443508
rna_COL5A3,0.003648771461029459
rna_TRAM2,0.00367330413806548
rna_TMEM219,0.0036736881466978006
rna_CYP1B1,0.003788033373100784
rna_LOXL2,0.0037912397697332173
rna_IL2RA,0.0037917688298209373
rna_PREP,0.003805805242226646
rna_RFXANK,0.0038432693415908505
rna_AXL,0.003845986944682903
rna_SHOC2,0.003859212434880086
rna_LETM1,0.003861705482561771
rna_EP300,0.0038820104219589847
rna_SLC11A2,0.0038989500144704526
rna_NLRP7,0.00391664208285776
rna_NHEJ1,0.003947115536772322
rna_RAB40C,0.003974522016662661
rna_MIF,0.004014218548513588
rna_EBP,0.004021824207266903
rna_EMILIN3,0.004036068349314991
rna_UCHL5,0.00403753963623769
rna_GJB4,0.0040883840518269226
rna_OLFML2B,0.004152656260820447
rna_NTRK2,0.004185379290262288
rna_AHR,0.004190632280827864
rna_PLA2G10,0.004225074168556248
rna_MMP1,0.004278375478514658
rna_SH3KBP1,0.004315419919486704
rna_FBXO2,0.004323425964439277
rna_INPP5B,0.004339600940183709
rna_CD19,0.004357595834809363
rna_REL,0.004373262524598126
rna_LAMA5,0.004373896146791313
rna_HECTD1,0.0043752847647668585
rna_RPS6KB1,0.004389555196262405
rna_RNF216,0.004395459122702279
rna_SPINK6,0.004466015455921375
rna_HRAS,0.004477099880597924
rna_KLHL7,0.004489100177704953
rna_IVD,0.004490703121345532
rna_CHN1,0.004493253241577108
rna_IL4,0.004507820168424952
rna_IL21R,0.004517744566374457
rna_TYMS,0.004554829383033819
rna_PRKCD,0.004557953267094492
rna_RNF121,0.004628687815000845
rna_LRP6,0.004635901266599986
rna_MSX1,0.004663671695558481
rna_LRIT3,0.004669891630449634
rna_CASP7,0.004673801503882412
rna_NDST1,0.004681911692948837
rna_ADRA2B,0.004682915690929939
rna_NOG,0.0046879838352005794
rna_CLPX,0.004710924221168301
rna_TBX1,0.004732405861241228
rna_ALG5,0.004759093841685085
rna_MAP2K6,0.004820890956832689
rna_CASR,0.004844639588256091
rna_IPO8,0.004852753508300374
rna_ASB7,0.004877143864000911
rna_RAF1,0.004944527511074167
rna_OTX2,0.004956910908532083
rna_FOXJ1,0.004968421365623413
rna_DSPP,0.0050121670552995745
rna_KEL,0.005083038608879587
rna_PIK3CG,0.005083279994813611
rna_PLCH1,0.005091680604713595
rna_PIGK,0.005100215040524979
rna_METAP1,0.005115229805740557
rna_SLC9A3,0.005136485067526412
rna_PRKAR2B,0.005144056321296556
rna_CCR3,0.005176603952601294
rna_IKZF3,0.005197188355977688
rna_RNF122,0.005232043453423611
rna_GUSB,0.005308625897421549
rna_BICC1,0.005310878466700559
rna_BPTF,0.00532717581606809
rna_FABP1,0.005331860284129346
rna_TAPBP,0.0053357898461353645
rna_DPEP1,0.0053645577057258404
rna_DUSP10,0.005379024503502651
rna_STT3B,0.005430246278050784
rna_VAMP2,0.005517324742811583
rna_CDK5R1,0.005529171949250166
rna_BLMH,0.005532046114947708
rna_CNKSR1,0.005543769273111128
rna_AMN1,0.005561871264907575
rna_HGD,0.005633688208790575
rna_WDR35,0.005639425395452167
rna_TBK1,0.005653049212205636
rna_TP73,0.005668013837994927
rna_TESK2,0.00572682009862339
rna_FLT3,0.0057313838938237984
rna_LUM,0.005786541913112298
rna_CCL5,0.005819374211960707
rna_PARP4,0.005847887072064182
rna_PRG2,0.005855363790312981
rna_BMP5,0.005906553011166149
rna_SCLT1,0.00591168975416845
rna_OPRK1,0.0059361818863092695
rna_HUWE1,0.005970428683390753
rna_COL6A6,0.005983167533371229
rna_CDH3,0.00600296324991179
rna_UROS,0.006026869629779323
rna_CCDC22,0.006088916496006363
rna_IRGM,0.006109238976953141
rna_BLVRB,0.006125522361626804
rna_FYN,0.006145880933710143
rna_ERCC1,0.006183811308228388
rna_NR1H3,0.006215271364825245
rna_CCBE1,0.006229744139551372
rna_C1QTNF7,0.006246223446377285
rna_CCL19,0.0062747956758405265
rna_CREB3L3,0.00629888902005953
rna_RANBP10,0.0063075900508151195
rna_SMARCA4,0.006310016896951046
rna_PGA3,0.006345877789603319
rna_XPC,0.006352278885025146
rna_LAMP3,0.006397100196931006
rna_FAU,0.006429465884435088
rna_NR1H4,0.006447373872812135
rna_RAC2,0.0064513464301517425
rna_GH1,0.0064670069655723035
rna_GATA3,0.006496993317588618
rna_KCNA3,0.006501125544213047
rna_ARF4,0.00652333198414275
rna_C1QTNF4,0.006535646899348408
rna_PTPN6,0.006545608522967077
rna_TMX1,0.006572225500945864
rna_PTPRT,0.006584414251079877
rna_RYR1,0.0066052635249919354
rna_AKIRIN2,0.006631243650843719
rna_MXD1,0.006667312624401603
rna_DIP2B,0.006719129773590698
rna_PKD1,0.006782918152542379
rna_CORIN,0.006802281168622661
rna_MPEG1,0.006827780996712583
rna_IL18BP,0.006842800635659254
rna_WDR20,0.006878632812387059
rna_ARHGDIA,0.006889815816341738
rna_PYDC1,0.007011239624492655
rna_ZNF469,0.007053708824392171
rna_SFTPA2,0.007062123700305293
rna_AURKAIP1,0.007070738154489279
rna_POU2AF1,0.0070800301651380276
rna_PSMF1,0.007083335509939416
rna_REG3A,0.007098974801672804
rna_GLG1,0.007132572343747698
rna_BMPER,0.007302894184061491
rna_VPS25,0.007330067725316559
rna_HYOU1,0.007355597566714828
rna_CD151,0.007379486864790064
rna_FLRT1,0.007449177598800509
rna_BCL10,0.007473262594094189
rna_GABPA,0.007496747029980751
rna_GAS2L2,0.007564089905668734
rna_AMZ2,0.00761633377178699
rna_MCPH1,0.007631399600857292
rna_MATN2,0.007699522908871765
rna_FNIP1,0.007707637600373114
rna_PCNA,0.007747733509060061
rna_MUC6,0.007766172319244423
rna_RNF144B,0.007831352871633057
rna_GATA2,0.007845430706055043
rna_LONRF2,0.007872501212216252
rna_BPGM,0.00791831692580882
rna_MYOC,0.007940134982186962
rna_HYAL3,0.007945285377558614
rna_MEPE,0.007948041494538432
rna_PSME4,0.007977755290862545
rna_CUZD1,0.007978236158340675
rna_GHRL,0.00801157135133951
rna_PLA2G3,0.00801391470509969
rna_XYLT1,0.008015703136975335
rna_TMTC3,0.0080180386140962
rna_CDC42BPB,0.008030743157659385
rna_KLHL35,0.008035623678548636
rna_LONP1,0.00804700686450081
rna_UBXN1,0.008091351004922708
rna_CORO1A,0.008122713042926343
rna_VWA1,0.008139830961264586
rna_LRP4,0.00823492607394222
rna_PTCH1,0.008236153392632206
rna_MBTPS1,0.008254810275915105
rna_ALG12,0.008264715824769295
rna_COPS5,0.008325231636913894
rna_MAP2K5,0.00833867996488576
rna_NDUFS3,0.008429729440275967
rna_KLHL29,0.008451812030060672
rna_COPS3,0.008458861053285492
rna_IRF2BP2,0.00853065609076505
rna_NLRP9,0.008537903530468783
rna_APOH,0.008563308692314595
rna_GPR4,0.008652894765107912
rna_GJB2,0.008699632390032
rna_SPOCK1,0.008783111703896727
rna_FEM1A,0.0087882412426578
rna_TGM2,0.008810299939777052
rna_UBQLN1,0.008842867802259652
rna_LAMB3,0.008846433014405027
rna_LTA,0.00885581624602591
rna_XPA,0.008878049319020816
rna_ACP5,0.008999328501902134
rna_TINAGL1,0.009036295521921506
rna_PRKCQ,0.009064517736808164
rna_NR5A2,0.00907304594766529
rna_FADS2,0.009107910311797513
rna_BTRC,0.009122986948923724
rna_DYRK3,0.009127915955504648
rna_IMMP2L,0.009144676752898121
rna_ZDHHC9,0.009146052063878234
rna_ZMYM3,0.009147014598007996
rna_HIRA,0.009168242899836775
rna_THBS1,0.009222410583265814
rna_UBE2N,0.00931491834506349
rna_PRSS27,0.009346763798694962
rna_DHCR24,0.009346792382465236
rna_RFPL1,0.009355440310127148
rna_SELE,0.009356818138890801
rna_TBX20,0.009446793124269116
rna_LARP6,0.009519440412918353
rna_GPR21,0.009559019401161332
rna_CCL15,0.009630239140988052
rna_DDR2,0.009669701721333806
rna_DCDC2,0.009677285893849424
rna_EPGN,0.00968536808087812
rna_IL25,0.009781259390418701
rna_SP110,0.009883078344645966
rna_MUSK,0.009895051948312701
rna_DISC1,0.009897891288704075
rna_CELA1,0.010068168627002808
rna_CD55,0.010141178242073863
rna_PGM2L1,0.010162017096099268
rna_HIPK1,0.010223079816065952
rna_CHMP2B,0.01024600741308795
rna_KLK4,0.01028350299463549
rna_PTPRR,0.010284680401918316
rna_NRIP2,0.010300964784172806
rna_FMOD,0.01031316980534205
rna_GLI3,0.010333561336780369
rna_IGFBP2,0.01041004413102014
rna_TRIM72,0.010428939522846997
rna_PTGS2,0.010429926264459677
rna_AGR2,0.010472654361620065
rna_AP3S1,0.010492029720035476
rna_CNDP1,0.010513832635133646
rna_LGALS9,0.010536800971096275
rna_COG6,0.010542022972780453
rna_F13B,0.010600437228350029
rna_GLDN,0.010639708967358727
rna_ECEL1,0.010694818897818759
rna_NME5,0.01073235744070371
rna_UBQLN2,0.01077406783405884
rna_UBE2E1,0.010807105369952259
rna_EXTL3,0.010894166576367312
rna_GLRA2,0.011009082348844049
rna_PSEN2,0.011034982919436748
rna_PCSK1,0.011156796302686536
rna_HSPA1B,0.011273335677170643
rna_WRAP53,0.011276293845292515
rna_MARCO,0.011325316145204675
rna_PHIP,0.011403975294822882
rna_NR1D2,0.011417067386988538
rna_FOLH1,0.011475601154294687
rna_COL28A1,0.011499105674995042
rna_GSK3A,0.011550291706709815
rna_ALOX5,0.011564369790836122
rna_MAF,0.011584039249306
rna_MAPK3,0.011593967545504385
rna_CSNK2B,0.01162632985727911
rna_MMP7,0.011648170874013437
rna_C2,0.011686454150400831
rna_SLC26A9,0.011716906861357623
rna_OTOL1,0.0117308228525437
rna_SLAMF8,0.01179508778632638
rna_IGLL1,0.011846877059181684
rna_GNA12,0.01193830844255059
rna_KIAA0586,0.01202879034521669
rna_HBB,0.012104001694270793
rna_DERL1,0.01221323044934535
rna_METAP2,0.012294051296392466
rna_SREBF1,0.012354372429145234
rna_PSEN1,0.01271799021960915
rna_RYBP,0.012758614270563942
rna_POLB,0.012799480219975987
rna_KRT14,0.012805798730720115
rna_TGIF1,0.012820093557853235
rna_PITRM1,0.012849154639516514
rna_FGA,0.012941590949660192
rna_CSNK2A2,0.012941943357735169
rna_PIK3CD,0.013071969984917359
rna_SFRP2,0.01307264380028035
rna_IMMP1L,0.013122981471836782
rna_EPHB4,0.013136464834474133
rna_SKP1,0.013315758016046841
rna_CST6,0.0133517107394205
rna_APOE,0.01344928277750306
rna_FZR1,0.01346136113778818
rna_NUDT16,0.013623761767594545
rna_IL17RC,0.013691400106684985
rna_NEK10,0.0137458277305037
rna_TNFAIP6,0.013871834726365282
rna_COL2A1,0.013881349553754413
rna_EPHA5,0.013957973877991962
rna_TSC2,0.013960209716265132
rna_CPA2,0.014011385943403091
rna_IL12A,0.014040609783197497
rna_CAPN14,0.014052801969903998
rna_NLRP5,0.014142936384972722
rna_CD300A,0.014152408264484124
rna_VPS13A,0.01416363824810012
rna_FGF21,0.014177016811056901
rna_CYP7A1,0.014346498102445775
rna_TUSC2,0.014416291649753422
rna_ANKIB1,0.014604982865833449
rna_TMC6,0.014668252074710411
rna_SPSB3,0.014772094234339705
rna_ANGPT4,0.014860354887463673
rna_ADIPOQ,0.01492702669027881
rna_SEC23B,0.014965910760434088
rna_FGF7,0.015031241565326236
rna_TMEM67,0.015217640261729923
rna_CFB,0.015319469221387192
rna_TNFSF11,0.015402273588965579
rna_FBXW8,0.015443865190059919
rna_KANK1,0.015451932863667197
rna_SLC7A2,0.0155221961741634
rna_VEGFB,0.015557693400701195
rna_NGFR,0.015564453519313369
rna_STAB1,0.015571555255832186
rna_NKD2,0.015793196690085894
rna_ITGA5,0.015807693143634644
rna_USP10,0.015809402327184387
rna_CASP6,0.015875539211881128
rna_RHOBTB3,0.01589143286074731
rna_IL1B,0.015891602622275645
rna_TRIM3,0.015969413731728162
rna_APPBP2,0.015984508210252834
rna_RPL11,0.01627234950641921
rna_SLC31A2,0.016275421509806452
rna_EEF1D,0.016285365893289085
rna_CIC,0.01631158975735358
rna_USP36,0.01646235353612442
rna_LTF,0.01651730084697596
rna_RELN,0.016547967747107352
rna_ANKS1A,0.016632440524873896
rna_MBTPS2,0.016644485470232066
rna_UBL4A,0.01671700384052862
rna_SGTA,0.01679560438527745
rna_PSMD12,0.016922106298583612
rna_ANGPT1,0.01692734052105457
rna_NEK1,0.016948310097158192
rna_IGBP1,0.016982125283220535
rna_TSPAN5,0.017018070955068708
rna_RHBDL1,0.01705420098325012
rna_SIN3A,0.01713316927540036
rna_JKAMP,0.01732220223119327
rna_FBXW5,0.017340564539297682
rna_BTG2,0.017376980571459134
rna_THSD1,0.017441331061197416
rna_SNX33,0.01746013914209013
rna_PRSS55,0.017464166068136774
rna_HRH4,0.01751688201182739
rna_ORAI1,0.017774618591603324
rna_UNG,0.01781868188658807
rna_PLCG1,0.017882556688355637
rna_RGS1,0.017892582722647224
rna_PDCD6IP,0.017947145681377556
rna_BCAR1,0.01794786739032918
rna_PSMD9,0.018036227168771034
rna_IL22,0.018112718639871125
rna_GSDMC,0.018119879946283397
rna_GBP5,0.018134489573449895
rna_CD248,0.018140099509755477
rna_MAN1C1,0.01827008857760265
rna_APH1B,0.01832541307238301
rna_LRFN5,0.018326893981856465
rna_NSFL1C,0.018514448865102166
rna_APLN,0.018567302957004334
rna_BST1,0.018577203528795005
rna_CAMK4,0.018602581092656785
rna_TREX1,0.01867382913340055
rna_SLC6A5,0.018765474048715407
rna_TGFB3,0.018879791939336494
rna_KDM6A,0.018893803140842956
rna_KLHL31,0.018905600354344573
rna_ATOH7,0.01892823512167077
rna_SEC61B,0.01894200452654936
rna_PRMT7,0.018960719744847625
rna_APPL2,0.018987391473898954
rna_KIF12,0.018990659036779815
rna_S100A9,0.01921742314037738
rna_TP53,0.01923345803955198
rna_SAMD12,0.019259358265325814
rna_FCAR,0.019414697304765183
rna_PRDX2,0.019445731397682384
rna_COL1A2,0.019496771639804324
rna_TRIM31,0.01957158994343012
rna_NF1,0.019576065729582478
rna_RAD23B,0.01963876029649919
rna_CCIN,0.01965198560582068
rna_LGMN,0.019695461147025185
rna_IL11RA,0.019809346361798815
rna_EPCAM,0.019859450835618034
rna_MSN,0.019991079228109686
rna_TYROBP,0.020058771701240694
rna_CAPN7,0.020094283572218243
rna_CHST14,0.020106415868390064
rna_IL2RG,0.020113860659053594
rna_SMO,0.020179242426463313
rna_ALOX12B,0.02020488549575157
rna_C1QA,0.02048178811243085
rna_AIF1,0.02051787099368163
rna_ANK1,0.020530027275914457
rna_SOD1,0.020878415722247527
rna_SMURF1,0.020956252134408087
rna_C1QL3,0.02108592523660972
rna_CARD16,0.02117312882179362
rna_GFI1,0.021308068920126266
rna_USP9X,0.02132101996654322
rna_CDKN1B,0.02140731379733212
rna_TTN,0.02155644635958914
rna_CCDC92,0.02158141788387469
rna_GZMB,0.021584486834032506
rna_NBL1,0.021629886590495764
rna_PTGDR,0.02166321767666622
rna_CHD7,0.021835752538889905
rna_C1QL2,0.021887626844983125
rna_SPATA2,0.02191244269065471
rna_BMP4,0.0219743010983291
rna_MMP11,0.02198581968901982
rna_PROX1,0.022003287653488097
rna_COL8A1,0.02203736625859533
rna_IRF9,0.02204779628259435
rna_GSK3B,0.022148103123753985
rna_ADAMTS5,0.022150035177890735
rna_SRCAP,0.02223848137320545
rna_NR3C1,0.022319682787161253
rna_PRSS22,0.022361304766352813
rna_FPR2,0.022401475814515872
rna_CTSH,0.022410951324837232
rna_CNTN2,0.022411660310266267
rna_MMACHC,0.02241984927548649
rna_IRGQ,0.022487772651479724
rna_TMPRSS12,0.022548553241659636
rna_TLR6,0.02261994423782993
rna_SMARCE1,0.022674036176299404
rna_FOXP1,0.022682487035239625
rna_CAMK2B,0.02274202679419297
rna_ADAMTS4,0.022789872752761658
rna_HAS3,0.02298012574412515
rna_IRAK4,0.023030046547180123
rna_CSNK1A1,0.023124117065554423
rna_DUOXA1,0.023130624917974258
rna_HAVCR2,0.023145668867588988
rna_PCSK4,0.023258948753992068
rna_RSPH4A,0.02326191533663652
rna_PAQR3,0.023339822675375183
rna_CFD,0.0233412828828814
rna_F11R,0.023343612851098677
rna_SOCS5,0.023409287755252885
rna_POLA1,0.02347981673404723
rna_SMAD2,0.0236279338385744
rna_RBP3,0.023638456056776953
rna_ADAMTSL2,0.02372978737597536
rna_TRIM67,0.023746194727852356
rna_AKNA,0.023764351248061245
rna_LEMD3,0.0237845745375163
rna_HTRA4,0.02382086470360052
rna_GCGR,0.02383144496131397
rna_POFUT1,0.0239489267836896
rna_VCAM1,0.024088854289768525
rna_ASB9,0.024230994764983846
rna_TK2,0.024239461196752358
rna_ABCA12,0.02441178363432793
rna_MYH6,0.024477917762398792
rna_IRF1,0.02447990064389496
rna_SNX9,0.02454910352127704
rna_FBXL15,0.024558984946428553
rna_HMOX1,0.02478851390706732
rna_FERMT3,0.024868849285555005
rna_IFT80,0.024875108545284238
rna_PLA2G4C,0.024877355020899865
rna_CHMP4B,0.024930444900545343
rna_ALMS1,0.024931977889529933
rna_GZMH,0.025367541052787407
rna_CPVL,0.02545577720928326
rna_MME,0.025599648459794004
rna_BLK,0.02565285723596977
rna_ADAMTS3,0.025668701048233506
rna_ANO6,0.02580519961874661
rna_USP33,0.0261820619430608
rna_VPS54,0.02633646612160014
rna_FBXW7,0.02643168945498761
rna_CCL3,0.026524972288225344
rna_NFKBIB,0.026712220440927924
rna_PCSK2,0.02671666311019522
rna_LIAS,0.026743935549537547
rna_ANKRD11,0.026811712808601642
rna_REV3L,0.02681793162278989
rna_DLL1,0.026891763673833554
rna_GRB7,0.02696137568232358
rna_TREM2,0.026990663881307622
rna_ARIH1,0.027058083447409936
rna_NAIP,0.027090241704985845
rna_PNPLA2,0.027275276730279442
rna_COL4A1,0.02740048851806595
rna_DNMT1,0.027547580852639638
rna_SPINK5,0.027548364245561733
rna_KLHL36,0.02766794665867218
rna_MARK4,0.028291758384432937
rna_PDCD4,0.028304457749908286
rna_RNF114,0.028325035393507714
rna_SCG2,0.028354804117864466
rna_NPTN,0.028428973853114
rna_F12,0.028436892943414935
rna_FCGR3A,0.028520594978330115
rna_NFKBID,0.028780004235672164
rna_UBL7,0.028833597305593865
rna_SQSTM1,0.028930660047012245
rna_STARD7,0.02910193389514826
rna_PSMD6,0.02912860274741608
rna_PRAMEF11,0.029156424901034077
rna_PLA2G2D,0.029221077225352908
rna_OSTM1,0.029244680259567512
rna_DET1,0.02934318344857203
rna_TET2,0.029344323356193622
rna_PROK2,0.029479583082788502
rna_SMARCAD1,0.029515642901733717
rna_NCAN,0.029675298462731637
rna_CFHR5,0.02973826703346641
rna_NRG3,0.029743628463325487
rna_SIX3,0.02975433429798958
rna_NSD1,0.029827875042763404
rna_C5AR1,0.0300279881992695
rna_MAP2K4,0.030129881284113345
rna_CAPN12,0.030302878324054677
rna_INPP5K,0.030630386856064253
rna_SCARF1,0.030768630576328306
rna_ECM2,0.030770539181309887
rna_SOX11,0.03078074296359375
rna_PTGIR,0.030784872383926246
rna_KDM1A,0.03086880996275754
rna_PRSS38,0.030957649564959205
rna_PCCB,0.03102910756803286
rna_SDHC,0.031053467861749007
rna_CTRB2,0.031085029121001754
rna_STAT4,0.031210589051292335
rna_MEIS2,0.031526007203574694
rna_ZMPSTE24,0.031616325867697144
rna_DNAI2,0.0316209942159868
rna_EFEMP1,0.03167079396003556
rna_PTPN1,0.031674113415545366
rna_LAMC1,0.031681140180799455
rna_VPS28,0.031765225366308485
rna_SMC3,0.03179555716022845
rna_PTPN22,0.03193115928971207
rna_THBS2,0.03206882559332724
rna_IGSF3,0.03208155056828135
rna_TAP1,0.0322324902118623
rna_CHMP2A,0.03243418814516809
rna_CCL4,0.03245343127173835
rna_KLHL18,0.03246309898155388
rna_CAMK2N1,0.032529872369253414
rna_CHST2,0.03257064981350378
rna_MIB1,0.0326786463310095
rna_FGFBP3,0.032696270677117396
rna_ABCC1,0.032750384372358006
rna_IL10RA,0.03281522377425856
rna_PGA5,0.032851376014727124
rna_CD200R1L,0.032975346074825926
rna_CDC23,0.03298553637535722
rna_BDNF,0.033083169332463115
rna_DCN,0.033098602443602014
rna_PERP,0.03315813208327894
rna_SLC30A5,0.03318737696788577
rna_NLRP2,0.03334522175296356
rna_VAMP7,0.03345284449583771
rna_C3,0.033589235684562735
rna_CD200,0.03371272211816584
rna_FGF8,0.03371578037746242
rna_THSD4,0.033727294557242
rna_CASP8,0.03380061258879254
rna_DUOXA2,0.03394654924355033
rna_MGST2,0.034019530446687346
rna_F8A1,0.03402862188730712
rna_XDH,0.03408474448776667
rna_BTNL2,0.0343509778823396
rna_CLK1,0.03456736314233346
rna_KRT18,0.03491127082361619
rna_PIGH,0.03496710704202899
rna_POMGNT1,0.03497963768120389
rna_PSMD11,0.03526092902074951
rna_SGPL1,0.03528308019457813
rna_AXIN2,0.03533172213860393
rna_CUL1,0.035432589475162896
rna_SPOCK2,0.03543264110621513
rna_CBL,0.03559018043387545
rna_CCL21,0.03564887603327053
rna_PIP4K2A,0.03581745889522018
rna_RNF6,0.03595794236427075
rna_BCR,0.0360490388147163
rna_USP18,0.036242363047311155
rna_BCAN,0.03625015639199758
rna_NFE2L2,0.03645257296656788
rna_COLEC10,0.03657125423618061
rna_RNF31,0.03685065329727471
rna_IL1F10,0.03719156568672998
rna_UBA52,0.03724559510240684
rna_FCN2,0.03734706679976982
rna_FBXO45,0.03746590411385092
rna_SIAH3,0.03749679647306389
rna_DNAJC10,0.03757607495341108
rna_BTC,0.03773582728357973
rna_SLC37A4,0.03818607134560802
rna_GLRA1,0.038628875597593926
rna_CSPP1,0.038700647677329406
rna_CSRNP1,0.039389033277257686
rna_PSPN,0.03955649458480291
rna_KLHL28,0.03956722839794384
rna_PPARD,0.0398207577043126
